,Date,Location,Gender
880,10/13/2010,Central,M
881,06/23/2010,N Hollywood,M
882,09/07/2010,Rampart,M
883,09/21/2010,Rampart,M
884,09/27/2010,Rampart,F
885,09/28/2010,Rampart,M
886,09/29/2010,Rampart,M
887,10/07/2010,Rampart,F
888,10/08/2010,Rampart,M
889,10/21/2010,Rampart,M
890,10/22/2010,Rampart,M
891,11/04/2010,Rampart,M
892,11/16/2010,Rampart,M
893,11/17/2010,Rampart,M
894,11/24/2010,Rampart,M
895,11/24/2010,Rampart,F
896,11/26/2010,Rampart,M
897,12/10/2010,Rampart,M
898,12/15/2010,Rampart,M
899,12/22/2010,Rampart,M
900,12/28/2010,Rampart,M
901,01/15/2010,Southwest,M
902,01/29/2010,Southwest,M
903,01/30/2010,Southwest,M
904,02/12/2010,Southwest,M
905,03/05/2010,Southwest,F
906,04/04/2010,Southwest,M
907,04/05/2010,Southwest,M
908,04/30/2010,Southwest,M
909,05/07/2010,Southwest,M
910,05/07/2010,Southwest,M
911,10/14/2010,Central,M
912,09/24/2010,Southwest,M
913,01/02/2010,Southwest,M
914,01/04/2010,Southwest,M
915,01/12/2010,Southwest,M
916,01/27/2010,Southwest,M
917,02/03/2010,Southwest,F
918,02/03/2010,Southwest,M
919,02/23/2010,Southwest,M
920,03/01/2010,Southwest,M
921,03/02/2010,Southwest,M
922,03/06/2010,Southwest,M
923,03/08/2010,Southwest,M
924,03/08/2010,Southwest,M
925,03/14/2010,Southwest,M
926,03/18/2010,Southwest,M
927,11/23/2010,Southwest,M
928,12/05/2010,Southwest,M
929,12/06/2010,Southwest,F
930,12/07/2010,Southwest,M
931,12/15/2010,Southwest,M
932,01/14/2010,Hollenbeck,M
933,01/17/2010,Hollenbeck,M
934,01/19/2010,Hollenbeck,M
935,01/22/2010,Hollenbeck,M
936,01/22/2010,Hollenbeck,M
937,01/24/2010,Hollenbeck,M
938,02/04/2011,Hollenbeck,M
939,02/13/2010,Hollenbeck,M
940,02/17/2010,Hollenbeck,M
941,02/17/2010,Hollenbeck,M
942,03/03/2010,Hollenbeck,F
943,03/12/2010,Hollenbeck,M
944,03/31/2010,Hollenbeck,M
945,04/27/2010,Hollenbeck,M
946,04/30/2010,Hollenbeck,M
947,05/07/2010,Hollenbeck,F
948,05/08/2010,Hollenbeck,M
949,05/19/2010,Hollenbeck,M
950,05/22/2010,Hollenbeck,M
951,07/07/2010,Hollenbeck,M
952,07/07/2010,Hollenbeck,M
953,07/14/2010,Hollenbeck,M
954,07/14/2010,Hollenbeck,M
955,07/17/2010,Hollenbeck,M
956,08/02/2010,Hollenbeck,M
957,08/01/2010,Hollenbeck,M
958,08/11/2010,Hollenbeck,M
959,10/06/2010,Hollenbeck,M
960,10/07/2010,Hollenbeck,M
961,10/20/2010,Hollenbeck,M
962,11/04/2010,Hollenbeck,M
963,11/11/2010,Hollenbeck,M
964,11/19/2010,Hollenbeck,M
965,01/03/2010,Hollenbeck,M
966,01/14/2010,Hollenbeck,M
967,02/03/2010,Hollenbeck,M
968,02/10/2010,Hollenbeck,M
969,02/25/2010,Hollenbeck,M
970,03/04/2010,Hollenbeck,M
971,03/04/2010,Hollenbeck,M
972,03/07/2010,Hollenbeck,M
973,03/18/2010,Hollenbeck,M
974,04/08/2010,Hollenbeck,M
975,04/10/2010,Hollenbeck,M
976,04/14/2010,Hollenbeck,M
977,04/21/2010,Hollenbeck,M
978,04/23/2010,Hollenbeck,M
979,05/11/2010,Hollenbeck,M
980,05/13/2010,Hollenbeck,M
981,05/16/2010,Hollenbeck,M
982,05/26/2010,Hollenbeck,M
983,06/01/2010,Hollenbeck,M
984,06/14/2010,Hollenbeck,M
985,06/23/2010,Hollenbeck,M
986,06/25/2010,Hollenbeck,M
987,06/25/2010,Hollenbeck,M
988,07/17/2010,Hollenbeck,M
989,07/17/2010,Hollenbeck,M
990,07/23/2010,Hollenbeck,M
991,08/01/2010,Hollenbeck,M
992,08/04/2010,Hollenbeck,M
993,10/08/2010,Hollenbeck,M
994,10/22/2010,Hollenbeck,M
995,11/15/2010,Hollenbeck,M
996,11/16/2010,Hollenbeck,M
997,11/17/2010,Hollenbeck,M
998,11/17/2010,Hollenbeck,M
999,12/29/2010,Hollenbeck,M
1000,01/04/2010,Harbor,M
1001,10/17/2010,Central,F
1002,01/11/2010,Harbor,M
1003,01/16/2010,Harbor,M
1004,03/12/2010,Harbor,M
1005,03/12/2010,Harbor,M
1006,03/12/2010,Harbor,M
1007,03/12/2010,Harbor,M
1008,03/12/2010,Harbor,M
1009,03/13/2010,Harbor,M
1010,04/23/2010,Harbor,M
1011,04/27/2010,Harbor,M
1012,05/12/2010,Harbor,M
1013,05/24/2010,Harbor,F
1014,05/29/2010,Harbor,M
1015,06/05/2010,Harbor,M
1016,11/05/2010,Hollywood,M
1017,06/27/2010,Harbor,M
1018,07/04/2010,Harbor,M
1019,07/12/2010,Harbor,M
1020,07/19/2010,Harbor,M
1021,08/08/2010,Harbor,M
1022,08/09/2010,Harbor,M
1023,08/31/2010,Harbor,M
1024,09/01/2010,Harbor,M
1025,09/01/2010,Harbor,M
1026,09/03/2010,Harbor,M
1027,09/06/2010,Harbor,M
1028,10/02/2010,Harbor,M
1029,10/11/2010,Harbor,M
1030,10/23/2010,Harbor,M
1031,10/23/2010,Harbor,F
1032,11/10/2010,Harbor,M
1033,11/13/2010,Harbor,M
1034,11/15/2010,Harbor,M
1035,11/23/2010,Harbor,M
1036,11/23/2010,Harbor,M
1037,11/24/2010,Harbor,M
1038,12/07/2010,Harbor,M
1039,01/07/2010,Harbor,M
1040,01/17/2010,Harbor,M
1041,01/17/2010,Harbor,M
1042,01/17/2010,Harbor,M
1043,01/21/2010,Harbor,M
1044,01/27/2010,Harbor,M
1045,02/04/2010,Harbor,M
1046,03/12/2010,Harbor,M
1047,03/24/2010,Harbor,M
1048,03/17/2010,Harbor,M
1049,08/15/2010,N Hollywood,M
1050,08/14/2010,N Hollywood,M
1051,04/07/2010,Harbor,M
1052,04/24/2010,Harbor,M
1053,08/10/2010,Harbor,M
1054,11/22/2010,Harbor,M
1055,11/22/2010,Harbor,M
1056,12/06/2010,Harbor,M
1057,12/26/2010,Harbor,M
1058,01/16/2010,Hollywood,M
1059,02/11/2010,Hollywood,M
1060,01/22/2010,Hollywood,M
1061,01/24/2010,Hollywood,M
1062,01/27/2010,Hollywood,M
1063,01/28/2010,Hollywood,M
1064,02/04/2010,Hollywood,M
1065,02/05/2010,Hollywood,M
1066,02/07/2010,Hollywood,M
1067,02/10/2010,Hollywood,M
1068,02/12/2010,Hollywood,M
1069,02/12/2010,Hollywood,M
1070,02/22/2010,Hollywood,M
1071,02/23/2010,Hollywood,M
1072,02/25/2010,Hollywood,M
1073,02/26/2010,Hollywood,M
1074,03/09/2010,Hollywood,M
1075,03/09/2010,Hollywood,M
1076,03/11/2010,Hollywood,M
1077,03/12/2010,Hollywood,M
1078,03/14/2010,Hollywood,M
1079,03/17/2010,Hollywood,M
1080,03/26/2010,Hollywood,M
1081,03/29/2010,Hollywood,M
1082,04/03/2010,Hollywood,M
1083,04/28/2010,Hollywood,M
1084,04/28/2010,Hollywood,M
1085,04/28/2010,Hollywood,M
1086,05/05/2010,Hollywood,M
1087,05/05/2010,Hollywood,M
1088,05/12/2010,Hollywood,M
1089,05/14/2010,Hollywood,M
1090,05/17/2010,Hollywood,M
1091,05/19/2010,Hollywood,M
1092,06/04/2010,Hollywood,M
1093,06/12/2010,Hollywood,M
1094,06/30/2010,Hollywood,M
1095,07/17/2010,Hollywood,M
1096,07/30/2010,Hollywood,M
1097,07/30/2010,Hollywood,F
1098,08/01/2010,Hollywood,M
1099,08/08/2010,Hollywood,F
1100,08/21/2010,Hollywood,M
1101,09/04/2010,Hollywood,M
1102,09/04/2010,Hollywood,M
1103,09/16/2010,Rampart,M
1104,09/17/2010,Hollywood,M
1105,09/09/2010,N Hollywood,M
1106,09/17/2010,Hollywood,M
1107,09/29/2010,Hollywood,M
1108,10/14/2010,Hollywood,M
1109,10/30/2010,Hollywood,M
1110,11/19/2010,Hollywood,M
1111,11/21/2010,Hollywood,M
1112,11/28/2010,Hollywood,M
1113,12/09/2010,Hollywood,M
1114,12/10/2010,Hollywood,M
1115,01/06/2010,Hollywood,M
1116,01/06/2010,Hollywood,M
1117,01/07/2010,Hollywood,M
1118,01/09/2010,Hollywood,M
1119,01/10/2010,Hollywood,M
1120,01/13/2010,Hollywood,M
1121,01/13/2010,Hollywood,M
1122,01/13/2010,Hollywood,F
1123,01/13/2010,Hollywood,F
1124,01/14/2010,Hollywood,M
1125,01/15/2010,Hollywood,M
1126,01/18/2010,Hollywood,F
1127,01/20/2010,Hollywood,M
1128,01/23/2010,Hollywood,M
1129,01/24/2010,Hollywood,M
1130,01/27/2010,Hollywood,M
1131,01/27/2010,Hollywood,M
1132,10/04/2010,N Hollywood,M
1133,10/04/2010,N Hollywood,F
1134,01/27/2010,Hollywood,F
1135,01/28/2010,Hollywood,M
1136,01/28/2010,Hollywood,M
1137,01/30/2010,Hollywood,M
1138,01/31/2010,Hollywood,M
1139,01/31/2010,Hollywood,M
1140,02/01/2010,Hollywood,M
1141,02/02/2010,Hollywood,M
1142,02/02/2010,Hollywood,M
1143,02/03/2010,Hollywood,M
1144,02/04/2010,Hollywood,M
1145,02/03/2010,Hollywood,M
1146,02/04/2010,Hollywood,M
1147,02/06/2010,Hollywood,M
1148,02/06/2010,Hollywood,M
1149,02/08/2010,Hollywood,M
1150,02/10/2010,Hollywood,M
1151,02/10/2010,Hollywood,M
1152,02/11/2010,Hollywood,M
1153,02/12/2010,Hollywood,M
1154,02/12/2010,Hollywood,M
1155,02/14/2010,Hollywood,M
1156,02/15/2010,Hollywood,M
1157,02/15/2010,Hollywood,F
1158,02/15/2010,Hollywood,M
1159,02/14/2010,Hollywood,M
1160,02/16/2010,Hollywood,M
1161,02/16/2010,Hollywood,M
1162,02/17/2010,Hollywood,M
1163,02/19/2010,Hollywood,M
1164,02/20/2010,Hollywood,M
1165,02/20/2010,Hollywood,M
1166,02/21/2010,Hollywood,M
1167,02/22/2010,Hollywood,M
1168,10/20/2010,N Hollywood,M
1169,10/25/2010,N Hollywood,M
1170,02/23/2010,Hollywood,M
1171,02/23/2010,Hollywood,M
1172,02/23/2010,Hollywood,F
1173,02/24/2010,Hollywood,M
1174,02/25/2010,Hollywood,M
1175,11/08/2010,N Hollywood,M
1176,11/10/2010,N Hollywood,M
1177,02/25/2010,Hollywood,M
1178,02/25/2010,Hollywood,M
1179,03/03/2010,Hollywood,M
1180,03/03/2010,Hollywood,M
1181,03/03/2010,Hollywood,M
1182,03/06/2010,Hollywood,M
1183,03/09/2010,Hollywood,M
1184,03/10/2010,Hollywood,M
1185,03/16/2010,Hollywood,M
1186,03/17/2010,Hollywood,M
1187,03/21/2010,Hollywood,M
1188,03/21/2010,Hollywood,M
1189,03/22/2010,Hollywood,M
1190,03/22/2010,Hollywood,M
1191,03/25/2010,Hollywood,M
1192,03/26/2010,Hollywood,M
1193,03/29/2010,Hollywood,M
1194,03/19/2010,Hollywood,M
1195,03/30/2010,Hollywood,M
1196,03/30/2010,Hollywood,M
1197,03/30/2010,Hollywood,M
1198,03/21/2010,Hollywood,M
1199,04/01/2010,Hollywood,M
1200,04/04/2010,Hollywood,M
1201,04/04/2010,Hollywood,M
1202,04/02/2010,Hollywood,M
1203,04/06/2010,Hollywood,M
1204,04/07/2010,Hollywood,M
1205,04/07/2010,Hollywood,F
1206,04/08/2010,Hollywood,M
1207,11/06/2010,Central,M
1208,04/08/2010,Hollywood,M
1209,04/08/2010,Hollywood,M
1210,11/26/2010,N Hollywood,M
1211,12/02/2010,N Hollywood,M
1212,04/08/2010,Hollywood,M
1213,12/09/2010,N Hollywood,M
1214,12/16/2010,N Hollywood,M
1215,04/13/2010,Hollywood,M
1216,04/13/2010,Hollywood,M
1217,04/14/2010,Hollywood,M
1218,04/14/2010,Hollywood,M
1219,04/16/2010,Hollywood,M
1220,11/08/2010,Central,M
1221,04/02/2010,Foothill,F
1222,01/27/2010,Foothill,M
1223,01/30/2010,Foothill,M
1224,01/30/2010,Foothill,M
1225,03/11/2010,Foothill,M
1226,04/14/2010,Foothill,M
1227,04/24/2010,Foothill,M
1228,06/05/2010,Foothill,M
1229,06/26/2010,Foothill,M
1230,12/27/2010,Foothill,M
1231,12/27/2010,Foothill,M
1232,12/01/2010,Central,M
1233,01/05/2010,Foothill,M
1234,01/05/2010,Foothill,F
1235,01/07/2010,Foothill,M
1236,12/10/2010,Central,M
1237,01/14/2010,Foothill,M
1238,02/03/2010,Foothill,M
1239,02/05/2010,Foothill,M
1240,02/19/2010,Foothill,M
1241,02/24/2010,Foothill,M
1242,02/22/2010,Foothill,M
1243,02/22/2010,Foothill,M
1244,03/14/2010,Foothill,M
1245,03/14/2010,Foothill,M
1246,12/29/2010,Central,F
1247,03/13/2010,Foothill,M
1248,03/14/2010,Foothill,M
1249,03/18/2010,Foothill,M
1250,03/18/2010,Foothill,F
1251,04/16/2010,Hollywood,M
1252,04/04/2010,Foothill,M
1253,04/03/2010,Foothill,M
1254,04/11/2010,Foothill,M
1255,05/13/2010,Foothill,F
1256,05/24/2010,Foothill,M
1257,05/30/2010,Foothill,M
1258,06/08/2010,Foothill,M
1259,06/15/2010,Foothill,M
1260,06/16/2010,Foothill,M
1261,06/14/2010,Foothill,M
1262,06/16/2010,Foothill,M
1263,06/20/2010,Foothill,M
1264,06/21/2010,Foothill,M
1265,06/21/2010,Foothill,M
1266,06/27/2010,Foothill,M
1267,07/03/2010,Foothill,M
1268,07/05/2010,Foothill,M
1269,07/08/2010,Foothill,M
1270,04/18/2010,Hollywood,M
1271,07/28/2010,Foothill,M
1272,07/28/2010,Foothill,M
1273,08/01/2010,Foothill,M
1274,08/05/2010,Foothill,F
1275,08/09/2010,Foothill,M
1276,08/18/2010,Foothill,M
1277,08/20/2010,Foothill,M
1278,08/26/2010,Foothill,M
1279,08/29/2010,Foothill,M
1280,09/06/2010,Foothill,F
1281,09/09/2010,Foothill,M
1282,04/19/2010,Hollywood,F
1283,11/05/2010,Foothill,M
1284,06/04/2013,Hollywood,M
1285,12/15/2010,Foothill,M
1286,12/31/2010,Foothill,M
1287,01/16/2010,Devonshire,M
1288,02/21/2010,Devonshire,M
1289,04/20/2010,Devonshire,M
1290,04/23/2010,Devonshire,M
1291,01/03/2010,Central,M
1292,02/09/2010,Devonshire,M
1293,02/22/2010,Devonshire,M
1294,04/26/2010,Devonshire,M
1295,06/21/2010,Devonshire,M
1296,01/04/2010,Central,F
1297,07/09/2010,Devonshire,M
1298,07/15/2010,Devonshire,M
1299,07/19/2010,Devonshire,M
1300,10/02/2010,Devonshire,F
1301,10/02/2010,Devonshire,F
1302,01/07/2010,Central,M
1303,12/18/2010,Devonshire,M
1304,01/02/2010,Southeast,M
1305,01/02/2010,Southeast,M
1306,01/19/2010,Southeast,M
1307,01/06/2010,Southeast,M
1308,01/08/2010,Southeast,M
1309,01/08/2010,Central,M
1310,02/23/2010,Southeast,M
1311,03/05/2010,Southeast,M
1312,03/05/2010,Southeast,M
1313,03/05/2010,Southeast,M
1314,03/05/2010,Southeast,M
1315,03/09/2010,Southeast,M
1316,03/09/2010,Southeast,M
1317,03/09/2010,Southeast,F
1318,03/09/2010,Southeast,M
1319,03/24/2010,Southeast,M
1320,03/30/2010,Southeast,M
1321,04/07/2010,Southeast,M
1322,04/17/2010,Southeast,M
1323,05/04/2010,Southeast,M
1324,05/23/2010,Southeast,M
1325,11/08/2013,Van Nuys,M
1326,06/29/2010,Southeast,F
1327,08/12/2010,Southeast,F
1328,04/19/2013,Van Nuys,M
1329,08/22/2010,Southeast,M
1330,08/26/2010,Southeast,M
1331,10/03/2010,Southeast,M
1332,10/10/2010,Southeast,M
1333,10/10/2010,Southeast,M
1334,10/10/2010,Southeast,M
1335,11/02/2010,Southeast,M
1336,11/09/2010,Southeast,M
1337,12/03/2010,Southeast,M
1338,12/14/2010,Southeast,M
1339,04/25/2010,Hollywood,M
1340,06/21/2010,Mission,M
1341,06/29/2010,Mission,M
1342,08/07/2010,Mission,M
1343,08/08/2010,Mission,M
1344,08/08/2010,Mission,M
1345,11/29/2010,Mission,F
1346,05/01/2010,Hollywood,M
1347,02/10/2010,Mission,M
1348,02/10/2010,Mission,M
1349,02/28/2010,Mission,M
1350,05/05/2010,Hollywood,M
1351,05/06/2010,Hollywood,M
1352,10/25/2013,Devonshire,M
1353,05/07/2010,Hollywood,M
1354,03/24/2010,Mission,M
1355,05/10/2010,Hollywood,M
1356,05/10/2010,Hollywood,M
1357,08/09/2013,77th Street,M
1358,04/20/2010,Mission,F
1359,01/12/2010,Central,M
1360,05/06/2010,Mission,M
1361,05/12/2010,Hollywood,M
1362,05/23/2010,Mission,M
1363,09/30/2013,Northeast,M
1364,05/13/2010,Hollywood,M
1365,05/15/2010,Hollywood,M
1366,06/21/2010,Mission,M
1367,06/24/2010,Mission,M
1368,06/24/2010,Mission,M
1369,06/24/2010,Mission,M
1370,07/07/2010,Mission,M
1371,05/18/2010,Hollywood,M
1372,07/08/2010,Mission,M
1373,07/20/2010,Mission,M
1374,05/19/2010,Hollywood,M
1375,07/23/2010,Mission,M
1376,07/29/2010,Mission,M
1377,08/06/2010,Mission,M
1378,08/11/2010,Mission,M
1379,09/29/2010,Mission,M
1380,05/16/2010,Hollywood,M
1381,05/22/2010,Hollywood,M
1382,10/21/2010,Mission,M
1383,05/24/2010,Hollywood,M
1384,10/25/2013,Devonshire,M
1385,05/25/2010,Hollywood,M
1386,11/16/2010,Mission,M
1387,11/21/2010,Mission,M
1388,09/29/2010,Olympic,M
1389,10/27/2010,Olympic,M
1390,11/11/2010,Olympic,M
1391,01/07/2010,Olympic,M
1392,01/10/2010,Olympic,M
1393,01/11/2010,Olympic,M
1394,01/13/2010,Olympic,M
1395,01/14/2010,Olympic,M
1396,01/14/2010,Olympic,M
1397,01/21/2010,Olympic,M
1398,01/23/2010,Olympic,M
1399,01/25/2010,Olympic,M
1400,01/26/2010,Olympic,M
1401,01/28/2010,Olympic,F
1402,01/28/2010,Olympic,M
1403,01/31/2010,Olympic,M
1404,02/01/2010,Olympic,M
1405,02/04/2010,Olympic,M
1406,05/25/2010,Hollywood,M
1407,05/26/2010,Hollywood,M
1408,02/07/2010,Olympic,M
1409,02/10/2010,Olympic,M
1410,02/10/2010,Olympic,M
1411,02/10/2010,Olympic,M
1412,02/12/2010,Olympic,M
1413,02/12/2010,Olympic,M
1414,02/12/2010,Olympic,M
1415,02/12/2010,Olympic,M
1416,02/19/2010,Olympic,M
1417,02/26/2010,Olympic,M
1418,03/07/2010,Olympic,M
1419,03/09/2010,Olympic,M
1420,03/12/2010,Olympic,M
1421,05/27/2010,Hollywood,M
1422,05/27/2010,Hollywood,M
1423,05/28/2010,Hollywood,M
1424,06/01/2010,Hollywood,M
1425,03/14/2010,Olympic,M
1426,06/05/2010,Hollywood,M
1427,03/17/2010,Olympic,M
1428,03/17/2010,Olympic,M
1429,03/18/2010,Olympic,M
1430,03/18/2010,Olympic,M
1431,06/06/2010,Hollywood,M
1432,06/07/2010,Hollywood,M
1433,06/13/2010,Hollywood,M
1434,03/31/2010,Olympic,M
1435,04/02/2010,Olympic,M
1436,04/08/2010,Olympic,M
1437,04/09/2010,Olympic,M
1438,06/14/2010,Hollywood,M
1439,04/13/2010,Olympic,M
1440,04/15/2010,Olympic,M
1441,04/16/2010,Olympic,M
1442,04/17/2010,Olympic,M
1443,04/18/2010,Olympic,M
1444,04/18/2010,Olympic,M
1445,04/19/2010,Olympic,M
1446,04/19/2010,Olympic,M
1447,04/22/2010,Olympic,M
1448,01/08/2013,Pacific,F
1449,06/14/2010,Hollywood,F
1450,04/29/2010,Olympic,M
1451,06/11/2010,Hollywood,M
1452,05/13/2010,Olympic,M
1453,06/15/2010,Hollywood,M
1454,05/21/2010,Olympic,M
1455,05/27/2010,Olympic,M
1456,05/28/2010,Olympic,F
1457,06/04/2010,Olympic,M
1458,06/08/2010,Olympic,M
1459,06/10/2010,Olympic,M
1460,06/14/2010,Olympic,M
1461,06/25/2010,Olympic,M
1462,06/26/2010,Olympic,M
1463,07/01/2010,Olympic,M
1464,06/16/2010,Hollywood,M
1465,07/07/2010,Olympic,M
1466,07/08/2010,Olympic,M
1467,07/09/2010,Olympic,M
1468,07/09/2010,Olympic,F
1469,07/09/2010,Olympic,F
1470,07/09/2010,Olympic,M
1471,07/09/2010,Olympic,F
1472,07/14/2010,Olympic,M
1473,07/30/2010,Olympic,M
1474,06/16/2010,Hollywood,M
1475,08/06/2010,Olympic,M
1476,06/16/2010,Hollywood,M
1477,08/07/2010,Olympic,M
1478,06/17/2010,Hollywood,M
1479,08/09/2010,Olympic,M
1480,08/09/2010,Olympic,M
1481,08/09/2010,Olympic,M
1482,08/10/2010,Olympic,M
1483,08/11/2010,Olympic,F
1484,06/18/2010,Hollywood,M
1485,08/25/2010,Olympic,M
1486,08/26/2010,Olympic,F
1487,08/26/2010,Olympic,M
1488,08/26/2010,Olympic,M
1489,08/27/2010,Olympic,F
1490,08/28/2010,Olympic,M
1491,08/28/2010,Olympic,M
1492,09/01/2010,Olympic,M
1493,09/03/2010,Olympic,M
1494,09/08/2010,Olympic,M
1495,09/13/2010,Olympic,F
1496,09/14/2010,Olympic,M
1497,09/15/2010,Olympic,M
1498,09/22/2010,Olympic,M
1499,09/30/2010,Olympic,F
1500,09/30/2010,Olympic,M
1501,10/11/2010,Olympic,M
1502,10/14/2010,Olympic,M
1503,10/14/2010,Olympic,M
1504,10/22/2010,Olympic,M
1505,10/24/2010,Olympic,M
1506,10/24/2010,Olympic,M
1507,11/01/2010,Olympic,M
1508,11/02/2010,Olympic,M
1509,11/06/2010,Olympic,F
1510,11/08/2010,Olympic,F
1511,11/16/2010,Olympic,F
1512,11/27/2010,Olympic,M
1513,11/30/2010,Olympic,M
1514,12/02/2010,Olympic,F
1515,12/03/2010,Olympic,F
1516,06/19/2010,Hollywood,M
1517,12/08/2010,Olympic,M
1518,12/09/2010,Olympic,F
1519,12/16/2010,Olympic,M
1520,12/26/2010,Olympic,M
1521,12/26/2010,Olympic,M
1522,12/26/2010,Olympic,M
1523,12/26/2010,Olympic,M
1524,12/28/2010,Olympic,M
1525,12/28/2010,Olympic,M
1526,12/28/2010,Olympic,M
1527,12/28/2010,Olympic,M
1528,01/24/2010,Topanga,M
1529,06/20/2010,Hollywood,M
1530,06/22/2010,Hollywood,M
1531,03/29/2010,Topanga,M
1532,04/11/2010,Topanga,M
1533,04/27/2010,Topanga,M
1534,06/25/2010,Hollywood,M
1535,05/26/2010,Topanga,F
1536,05/26/2010,Topanga,F
1537,08/10/2010,Topanga,M
1538,06/17/2010,Hollywood,M
1539,06/25/2010,Hollywood,M
1540,06/25/2010,Hollywood,F
1541,06/25/2010,Hollywood,M
1542,01/10/2011,Central,F
1543,01/10/2011,Central,M
1544,01/10/2011,Central,M
1545,01/12/2011,Central,M
1546,01/27/2011,Central,F
1547,02/06/2011,Central,M
1548,06/29/2010,Hollywood,M
1549,02/10/2011,Central,M
1550,06/16/2011,Central,M
1551,04/21/2011,Central,M
1552,05/15/2011,Central,M
1553,06/11/2011,Central,M
1554,07/24/2011,Central,M
1555,07/30/2011,Central,M
1556,07/30/2011,Central,M
1557,08/03/2011,Central,M
1558,08/09/2011,Central,M
1559,10/14/2011,Central,M
1560,10/26/2011,Central,M
1561,11/07/2011,Central,M
1562,11/30/2011,Central,M
1563,12/16/2011,Central,M
1564,01/03/2011,Central,M
1565,01/04/2011,Central,M
1566,01/04/2011,Central,M
1567,01/10/2011,Central,M
1568,01/10/2011,Central,F
1569,01/17/2011,Central,M
1570,01/18/2011,Central,M
1571,07/02/2010,Hollywood,M
1572,02/14/2011,Central,F
1573,02/15/2011,Central,M
1574,02/25/2011,Central,M
1575,03/05/2011,Central,M
1576,07/03/2010,Hollywood,M
1577,03/16/2011,Central,M
1578,04/08/2011,Central,M
1579,04/08/2011,Central,M
1580,04/11/2011,Central,F
1581,01/17/2010,Central,M
1582,04/21/2011,Central,M
1583,04/20/2011,Central,M
1584,04/21/2011,Central,M
1585,04/25/2011,Central,M
1586,05/02/2011,Central,F
1587,05/06/2011,Central,M
1588,05/09/2011,Central,M
1589,05/14/2011,Central,M
1590,05/28/2011,Central,M
1591,05/30/2011,Central,F
1592,06/01/2011,Central,M
1593,06/01/2011,Central,M
1594,06/01/2011,Central,F
1595,07/03/2010,Hollywood,M
1596,06/08/2011,Central,M
1597,06/08/2011,Central,M
1598,06/15/2011,Central,M
1599,06/16/2011,Central,M
1600,06/21/2011,Central,M
1601,06/23/2011,Central,M
1602,06/23/2011,Central,M
1603,07/19/2011,Central,M
1604,07/19/2011,Central,M
1605,07/20/2011,Central,M
1606,07/21/2011,Central,M
1607,07/27/2011,Central,M
1608,07/27/2011,Central,M
1609,07/28/2011,Central,M
1610,08/10/2011,Central,M
1611,08/17/2011,Central,M
1612,04/18/2013,Foothill,M
1613,09/01/2011,Central,F
1614,09/01/2011,Central,M
1615,09/01/2011,Central,M
1616,09/06/2011,Central,M
1617,09/14/2011,Central,M
1618,01/19/2010,Central,M
1619,09/22/2011,Central,M
1620,09/28/2011,Central,M
1621,10/03/2011,Central,M
1622,10/04/2011,Central,M
1623,07/03/2010,Hollywood,M
1624,10/06/2011,Central,M
1625,10/07/2011,Central,M
1626,10/10/2011,Central,F
1627,10/15/2011,Central,M
1628,10/15/2011,Central,M
1629,10/18/2011,Central,F
1630,10/20/2011,Central,M
1631,10/27/2011,Central,F
1632,10/27/2011,Central,F
1633,10/28/2011,Central,M
1634,11/01/2011,Central,M
1635,07/05/2010,Hollywood,M
1636,07/06/2010,Hollywood,M
1637,11/11/2011,Central,M
1638,11/13/2011,Central,M
1639,11/15/2011,Central,M
1640,11/15/2011,Central,M
1641,11/15/2011,Central,M
1642,11/16/2011,Central,M
1643,11/17/2011,Central,M
1644,11/22/2011,Central,F
1645,11/22/2011,Central,M
1646,11/22/2011,Central,M
1647,11/22/2011,Central,M
1648,11/22/2011,Central,M
1649,11/26/2011,Central,M
1650,07/10/2010,Hollywood,M
1651,12/06/2011,Central,M
1652,12/07/2011,Central,M
1653,12/08/2011,Central,M
1654,12/14/2011,Central,M
1655,12/16/2011,Central,F
1656,12/17/2011,Central,F
1657,12/19/2011,Central,M
1658,12/21/2011,Central,M
1659,12/27/2011,Central,M
1660,12/27/2011,Central,M
1661,12/27/2011,Central,M
1662,12/28/2011,Central,M
1663,09/05/2011,Rampart,M
1664,09/30/2011,Rampart,M
1665,07/13/2010,Hollywood,M
1666,01/19/2011,Rampart,F
1667,03/01/2011,Rampart,M
1668,03/05/2011,Rampart,F
1669,07/14/2010,Hollywood,M
1670,07/14/2010,Hollywood,M
1671,07/14/2010,Hollywood,M
1672,05/07/2011,Rampart,M
1673,07/16/2010,Hollywood,M
1674,07/16/2010,Hollywood,M
1675,05/31/2011,Rampart,M
1676,01/19/2010,Central,M
1677,06/18/2011,Rampart,F
1678,06/19/2011,Rampart,M
1679,07/19/2010,Hollywood,M
1680,06/27/2011,Rampart,M
1681,06/30/2011,Rampart,M
1682,07/19/2011,Rampart,M
1683,07/22/2011,Rampart,M
1684,07/25/2011,Rampart,F
1685,07/27/2011,Rampart,M
1686,08/02/2011,Rampart,M
1687,08/02/2011,Rampart,M
1688,08/02/2011,Rampart,F
1689,08/02/2011,Rampart,M
1690,08/02/2011,Rampart,M
1691,08/03/2011,Rampart,M
1692,08/09/2011,Rampart,M
1693,08/09/2011,Rampart,M
1694,08/11/2011,Rampart,M
1695,08/20/2011,Rampart,M
1696,08/20/2011,Rampart,M
1697,08/23/2011,Rampart,M
1698,07/22/2010,Hollywood,M
