,Date,Location,Gender
12248,04/27/2010,77th Street,M
12249,04/27/2010,77th Street,M
12250,04/27/2010,Central,M
12251,04/27/2010,Central,F
12252,04/21/2016,West Valley,M
12253,04/29/2016,Wilshire,M
12254,04/27/2010,Harbor,M
12255,04/27/2010,Southeast,M
12256,04/27/2010,Central,M
12257,04/27/2010,Southeast,M
12258,05/07/2016,Wilshire,M
12259,04/28/2010,Central,M
12260,05/10/2016,Olympic,M
12261,04/28/2010,Central,M
12262,04/28/2010,Central,M
12263,04/28/2010,West Valley,M
12264,05/12/2016,Central,M
12265,05/25/2016,Pacific,M
12266,05/26/2016,Pacific,M
12267,04/29/2010,Van Nuys,M
12268,04/29/2010,Topanga,M
12269,04/29/2010,Central,M
12270,04/29/2010,Newton,M
12271,06/07/2016,Van Nuys,M
12272,07/22/2010,Central,M
12273,07/22/2010,Rampart,M
12274,04/30/2010,West LA,F
12275,04/30/2010,West LA,M
12276,06/07/2016,West LA,M
12277,06/12/2016,Foothill,M
12278,04/30/2010,Central,M
12279,06/17/2016,Olympic,M
12280,03/10/2010,Rampart,M
12281,06/24/2016,West LA,M
12282,04/30/2010,Van Nuys,M
12283,04/30/2010,Harbor,M
12284,04/30/2010,Southwest,M
12285,04/30/2010,Southwest,M
12286,07/25/2016,Van Nuys,M
12287,04/30/2010,West Valley,M
12288,05/01/2010,77th Street,M
12289,05/01/2010,Central,M
12290,05/01/2010,Topanga,M
12291,08/08/2016,Central,M
12292,08/21/2016,Rampart,M
12293,08/29/2016,Central,M
12294,09/17/2016,Van Nuys,M
12295,05/01/2010,Devonshire,M
12296,09/17/2016,Van Nuys,M
12297,05/01/2010,Southwest,M
12298,05/01/2010,Southeast,M
12299,10/18/2016,Newton,M
12300,05/02/2010,Southeast,M
12301,05/02/2010,Southeast,M
12302,05/02/2010,Topanga,M
12303,05/03/2010,Wilshire,M
12304,05/03/2010,Mission,M
12305,05/03/2010,Rampart,M
12306,11/15/2016,Van Nuys,M
12307,05/03/2010,N Hollywood,M
12308,05/03/2010,N Hollywood,M
12309,05/03/2010,Olympic,M
12310,05/04/2010,Central,M
12311,05/04/2010,Central,M
12312,05/04/2010,Topanga,M
12313,05/04/2010,N Hollywood,M
12314,05/04/2010,Van Nuys,M
12315,01/19/2017,Hollenbeck,M
12316,05/04/2010,Central,M
12317,05/04/2010,Central,M
12318,05/04/2010,77th Street,M
12319,05/04/2010,West LA,M
12320,05/04/2010,Olympic,M
12321,03/12/2010,Rampart,M
12322,01/26/2017,Pacific,M
12323,05/05/2010,Central,M
12324,05/05/2010,Mission,M
12325,05/05/2010,Hollywood,M
12326,05/05/2010,Hollenbeck,M
12327,05/05/2010,Central,M
12328,05/05/2010,Central,F
12329,05/05/2010,Mission,M
12330,05/05/2010,Devonshire,M
12331,04/10/2017,Harbor,M
12332,05/05/2010,Pacific,M
12333,04/13/2017,Northeast,M
12334,05/05/2010,Topanga,M
12335,03/12/2010,Rampart,F
12336,05/05/2010,Central,M
12337,04/19/2017,West Valley,M
12338,04/30/2017,77th Street,M
12339,05/28/2017,Central,M
12340,05/29/2017,Topanga,M
12341,11/20/2017,Hollenbeck,M
12342,11/21/2017,West Valley,M
12343,07/17/2019,Rampart,M
12344,12/21/2017,Foothill,M
12345,04/01/2018,Hollywood,M
12346,05/06/2010,N Hollywood,M
12347,05/06/2010,Hollenbeck,M
12348,04/21/2018,Harbor,M
12349,05/06/2010,77th Street,M
12350,05/06/2010,Southeast,M
12351,05/06/2010,Central,M
12352,05/06/2010,Wilshire,M
12353,05/02/2018,Central,F
12354,05/06/2010,77th Street,M
12355,09/18/2018,Pacific,M
12356,10/26/2018,Pacific,M
12357,11/17/2018,Hollywood,F
12358,02/19/2019,Hollywood,M
12359,03/09/2019,Hollywood,M
12360,04/02/2019,Southeast,M
12361,05/06/2010,Southwest,M
12362,04/19/2019,Hollenbeck,M
12363,05/06/2010,77th Street,F
12364,05/06/2010,Devonshire,M
12365,05/06/2010,Pacific,M
12366,05/06/2010,Southwest,M
12367,05/07/2010,Southeast,M
12368,05/07/2010,Newton,F
12369,05/07/2010,Pacific,M
12370,06/09/2019,Pacific,M
12371,07/01/2019,77th Street,M
12372,09/27/2019,N Hollywood,M
12373,11/02/2019,Pacific,M
12374,05/07/2010,Central,M
12375,05/07/2010,Southeast,M
12376,05/07/2010,77th Street,M
12377,05/07/2010,Wilshire,M
12378,05/07/2010,77th Street,M
12379,05/08/2010,Hollenbeck,M
12380,05/08/2010,Pacific,M
12381,05/08/2010,Wilshire,M
12382,05/09/2010,Southwest,M
12383,05/09/2010,77th Street,M
12384,05/09/2010,77th Street,M
12385,05/09/2010,77th Street,M
12386,05/09/2010,Southeast,M
12387,05/09/2010,Van Nuys,M
12388,05/10/2010,Central,M
12389,05/10/2010,Central,M
12390,05/10/2010,Southwest,M
12391,05/10/2010,Newton,M
12392,05/10/2010,Olympic,M
12393,05/11/2010,Southwest,M
12394,05/11/2010,Southeast,M
12395,05/11/2010,Northeast,M
12396,05/11/2010,Northeast,M
12397,05/11/2010,Topanga,M
12398,05/11/2010,West Valley,M
12399,05/11/2010,Topanga,M
12400,05/11/2010,Southeast,M
12401,05/11/2010,Southeast,M
12402,05/11/2010,Harbor,F
12403,05/12/2010,Pacific,M
12404,05/12/2010,Newton,M
12405,05/12/2010,Central,M
12406,05/12/2010,Central,M
12407,05/12/2010,Hollenbeck,M
12408,05/12/2010,West Valley,M
12409,05/12/2010,Newton,M
12410,05/12/2010,Central,M
12411,05/12/2010,77th Street,M
12412,05/12/2010,Mission,M
12413,05/12/2010,Central,M
12414,05/12/2010,Southwest,M
12415,05/12/2010,Southwest,M
12416,05/13/2010,Hollenbeck,M
12417,05/13/2010,Central,M
12418,05/13/2010,Mission,M
12419,05/13/2010,Northeast,M
12420,05/13/2010,Southwest,M
12421,05/13/2010,77th Street,M
12422,05/14/2010,West LA,M
12423,05/14/2010,Central,M
12424,05/14/2010,Southeast,M
12425,05/14/2010,Pacific,M
12426,05/15/2010,Mission,M
12427,05/15/2010,Mission,M
12428,05/15/2010,Topanga,M
12429,05/15/2010,Hollenbeck,M
12430,05/16/2010,N Hollywood,M
12431,05/17/2010,N Hollywood,M
12432,05/17/2010,Van Nuys,M
12433,05/17/2010,Southeast,F
12434,05/17/2010,Southwest,M
12435,05/18/2010,Wilshire,M
12436,05/18/2010,Central,M
12437,05/18/2010,Van Nuys,M
12438,05/18/2010,Southwest,M
12439,05/18/2010,Southeast,M
12440,05/18/2010,Southeast,M
12441,05/19/2010,Southwest,M
12442,05/19/2010,Van Nuys,M
12443,05/19/2010,Wilshire,M
12444,05/19/2010,Southeast,M
12445,05/19/2010,77th Street,M
12446,05/19/2010,Foothill,M
12447,05/19/2010,Foothill,M
12448,05/19/2010,Hollywood,M
12449,05/19/2010,77th Street,M
12450,05/19/2010,Devonshire,M
12451,05/19/2010,Devonshire,F
12452,05/20/2010,Hollywood,M
12453,05/20/2010,Northeast,M
12454,05/20/2010,West Valley,M
12455,05/20/2010,Devonshire,M
12456,05/21/2010,N Hollywood,M
12457,05/21/2010,77th Street,M
12458,05/21/2010,Newton,M
12459,05/21/2010,Hollenbeck,M
12460,05/21/2010,Rampart,M
12461,05/21/2010,Northeast,M
12462,05/21/2010,Newton,M
12463,05/21/2010,Harbor,M
12464,05/21/2010,Southwest,M
12465,05/22/2010,Van Nuys,M
12466,05/22/2010,Pacific,M
12467,05/22/2010,West Valley,M
12468,05/22/2010,Southeast,M
12469,05/23/2010,Southwest,M
12470,05/23/2010,Topanga,M
12471,05/23/2010,Newton,M
12472,05/24/2010,Foothill,M
12473,05/24/2010,Van Nuys,M
12474,05/24/2010,Hollywood,M
12475,05/24/2010,West LA,M
12476,05/24/2010,Central,M
12477,05/24/2010,Central,M
12478,05/24/2010,Newton,M
12479,05/25/2010,Foothill,M
12480,05/25/2010,Southwest,M
12481,05/25/2010,Wilshire,M
12482,05/25/2010,West Valley,M
12483,05/25/2010,Southwest,M
12484,05/25/2010,Mission,M
12485,05/25/2010,Southeast,M
12486,05/26/2010,Van Nuys,M
12487,05/26/2010,Central,M
12488,05/26/2010,Olympic,M
12489,05/26/2010,77th Street,M
12490,05/26/2010,Topanga,F
12491,05/26/2010,Devonshire,M
12492,05/26/2010,Hollenbeck,M
12493,05/26/2010,West LA,M
12494,05/27/2010,Pacific,M
12495,05/27/2010,77th Street,M
12496,05/27/2010,Harbor,M
12497,05/27/2010,Southwest,M
12498,05/27/2010,Central,M
12499,05/27/2010,Central,M
12500,05/27/2010,Southeast,M
12501,05/27/2010,Rampart,M
12502,05/27/2010,Foothill,M
12503,05/27/2010,Hollywood,M
12504,05/27/2010,77th Street,M
12505,05/28/2010,Van Nuys,M
12506,05/28/2010,Wilshire,M
12507,05/28/2010,Southwest,M
12508,05/28/2010,Southwest,M
12509,05/28/2010,Central,M
12510,05/28/2010,Foothill,M
12511,05/28/2010,Foothill,M
12512,05/29/2010,Central,M
12513,05/29/2010,Central,M
12514,05/29/2010,Southeast,M
12515,05/29/2010,Olympic,M
12516,05/29/2010,Hollywood,M
12517,05/29/2010,Devonshire,M
12518,05/30/2010,Van Nuys,M
12519,05/30/2010,Harbor,M
12520,05/30/2010,Pacific,M
12521,05/30/2010,Pacific,M
12522,05/30/2010,Hollywood,M
12523,05/30/2010,Topanga,M
12524,05/31/2010,Van Nuys,M
12525,05/31/2010,Pacific,M
12526,06/01/2010,Central,M
12527,06/01/2010,Central,M
12528,06/01/2010,Devonshire,M
12529,06/01/2010,Newton,M
12530,06/01/2010,Topanga,M
12531,06/01/2010,West LA,M
12532,06/01/2010,Newton,M
12533,06/01/2010,Devonshire,M
12534,06/01/2010,Southwest,M
12535,06/01/2010,Hollenbeck,M
12536,06/01/2010,Foothill,M
12537,06/01/2010,Mission,M
12538,06/02/2010,Hollywood,M
12539,06/02/2010,77th Street,M
12540,06/02/2010,Newton,M
12541,06/02/2010,Van Nuys,M
12542,06/02/2010,Newton,M
12543,06/02/2010,Hollenbeck,M
12544,06/02/2010,West Valley,M
12545,06/02/2010,West LA,M
12546,06/02/2010,Topanga,M
12547,06/02/2010,Topanga,M
12548,06/02/2010,Topanga,M
12549,06/02/2010,West LA,M
12550,06/02/2010,West LA,F
12551,06/02/2010,Hollenbeck,M
12552,06/03/2010,Harbor,M
12553,06/03/2010,Hollywood,M
12554,06/03/2010,Mission,M
12555,06/03/2010,77th Street,M
12556,06/03/2010,Devonshire,M
12557,06/04/2010,Hollywood,M
12558,06/04/2010,Hollenbeck,M
12559,03/19/2010,Rampart,M
12560,06/04/2010,Mission,M
12561,06/04/2010,Hollywood,M
12562,06/04/2010,Southeast,M
12563,06/04/2010,Southeast,M
12564,06/04/2010,Van Nuys,M
12565,08/29/2010,Mission,M
12566,06/05/2010,Southeast,M
12567,06/05/2010,Southeast,M
12568,06/05/2010,Central,M
12569,06/06/2010,Southwest,M
12570,06/06/2010,Foothill,M
12571,06/06/2010,Southwest,M
12572,06/06/2010,Southeast,M
12573,06/06/2010,Southeast,F
12574,06/07/2010,Harbor,M
12575,06/07/2010,Rampart,F
12576,03/20/2010,Rampart,M
12577,06/08/2010,Mission,M
12578,06/08/2010,Central,M
12579,06/09/2010,Central,M
12580,06/09/2010,Mission,M
12581,06/09/2010,Southeast,M
12582,06/09/2010,77th Street,M
12583,06/09/2010,77th Street,M
12584,06/09/2010,N Hollywood,M
12585,06/09/2010,Central,F
12586,06/09/2010,Topanga,M
12587,06/09/2010,Topanga,M
12588,06/09/2010,77th Street,M
12589,06/09/2010,West Valley,M
12590,06/09/2010,Hollywood,M
12591,06/10/2010,Foothill,F
12592,06/10/2010,Topanga,F
12593,06/10/2010,Southeast,M
12594,06/10/2010,Southeast,M
12595,06/10/2010,Pacific,M
12596,06/10/2010,Mission,M
12597,06/10/2010,Newton,M
12598,06/10/2010,Central,M
12599,06/10/2010,77th Street,M
12600,06/10/2010,Pacific,M
12601,06/10/2010,Van Nuys,M
12602,06/10/2010,77th Street,M
12603,06/11/2010,Newton,M
12604,06/11/2010,Southeast,M
12605,06/11/2010,Southeast,M
12606,06/11/2010,Newton,M
12607,06/12/2010,Olympic,M
12608,06/12/2010,Hollywood,M
12609,06/12/2010,Southeast,M
12610,06/12/2010,Southeast,M
12611,06/12/2010,Central,M
12612,06/12/2010,Harbor,M
12613,06/12/2010,Olympic,M
12614,06/13/2010,Hollywood,M
12615,06/13/2010,Southwest,M
12616,06/13/2010,Foothill,M
12617,06/14/2010,Devonshire,M
12618,06/14/2010,Devonshire,M
12619,06/14/2010,Pacific,M
12620,06/14/2010,77th Street,M
12621,06/14/2010,Wilshire,M
12622,06/14/2010,West LA,M
12623,06/14/2010,West LA,F
12624,06/14/2010,Southeast,M
12625,06/14/2010,Harbor,M
12626,06/14/2010,Foothill,M
12627,06/15/2010,Southeast,M
12628,06/15/2010,Central,M
12629,06/15/2010,Foothill,M
12630,06/15/2010,Topanga,M
12631,06/15/2010,Topanga,M
12632,06/15/2010,Central,M
12633,06/15/2010,Devonshire,M
12634,06/15/2010,Hollywood,M
12635,12/08/2018,Northeast,M
12636,06/16/2010,Rampart,M
12637,06/16/2010,West LA,M
12638,06/16/2010,Foothill,M
12639,06/16/2010,Foothill,M
12640,06/16/2010,Pacific,M
12641,06/17/2010,Central,F
12642,09/15/2010,Southeast,M
12643,09/15/2010,Harbor,M
12644,06/17/2010,Devonshire,M
12645,06/17/2010,Hollenbeck,M
12646,06/17/2010,Devonshire,M
12647,06/17/2010,Devonshire,M
12648,06/17/2010,Central,M
12649,06/18/2010,Pacific,M
12650,06/18/2010,West LA,M
12651,06/18/2010,Southeast,M
12652,06/18/2010,Foothill,M
12653,06/19/2010,Pacific,M
12654,06/19/2010,77th Street,M
12655,06/21/2010,Topanga,M
12656,06/21/2010,Pacific,M
12657,06/21/2010,Central,M
12658,06/21/2010,Central,M
12659,06/21/2010,Central,M
12660,06/21/2010,Topanga,M
12661,06/22/2010,77th Street,M
12662,06/22/2010,Olympic,M
12663,06/22/2010,Pacific,M
12664,06/22/2010,Foothill,M
12665,06/22/2010,Devonshire,M
12666,06/22/2010,Devonshire,F
12667,06/22/2010,Devonshire,M
12668,06/22/2010,Foothill,M
12669,06/22/2010,77th Street,M
12670,06/22/2010,77th Street,F
12671,06/22/2010,77th Street,M
12672,06/23/2010,Van Nuys,M
12673,06/23/2010,Topanga,M
12674,06/23/2010,Devonshire,F
12675,06/23/2010,Newton,M
12676,06/23/2010,Newton,M
12677,06/23/2010,Pacific,M
12678,06/24/2010,Wilshire,M
12679,06/24/2010,Wilshire,M
12680,06/24/2010,77th Street,M
12681,06/24/2010,Van Nuys,M
12682,06/24/2010,Central,M
12683,06/24/2010,Van Nuys,M
12684,06/24/2010,Pacific,M
12685,06/24/2010,Pacific,M
12686,06/25/2010,Central,M
12687,06/25/2010,West Valley,M
12688,06/25/2010,Devonshire,M
12689,06/25/2010,N Hollywood,M
12690,06/26/2010,Devonshire,M
12691,06/25/2010,Wilshire,M
12692,06/25/2010,Wilshire,M
12693,06/26/2010,Harbor,M
12694,06/26/2010,Hollywood,M
12695,06/26/2010,Hollywood,M
12696,06/26/2010,Southwest,M
12697,06/28/2010,Foothill,M
12698,06/28/2010,Devonshire,M
12699,06/28/2010,Pacific,M
12700,06/28/2010,Topanga,M
12701,06/28/2010,Southwest,F
12702,06/28/2010,Topanga,M
12703,06/28/2010,West LA,F
12704,06/29/2010,Rampart,M
12705,06/29/2010,Central,M
12706,06/29/2010,Northeast,M
12707,06/29/2010,Devonshire,M
12708,06/29/2010,Southeast,F
12709,06/29/2010,Southeast,M
12710,06/29/2010,Southeast,M
12711,06/29/2010,Devonshire,F
12712,06/29/2010,Southeast,M
12713,06/29/2010,Southeast,M
12714,06/29/2010,N Hollywood,M
12715,06/29/2010,Topanga,M
12716,06/29/2010,Topanga,M
12717,06/29/2010,Foothill,M
12718,06/29/2010,Southwest,M
12719,06/30/2010,Central,M
12720,06/30/2010,Rampart,M
12721,06/30/2010,Southeast,M
12722,06/30/2010,Hollywood,M
12723,06/30/2010,Southwest,M
12724,06/30/2010,Central,M
12725,06/30/2010,Wilshire,M
12726,07/01/2010,Wilshire,M
12727,07/01/2010,Rampart,M
12728,07/01/2010,Pacific,M
12729,07/01/2010,Southwest,M
12730,07/01/2010,West LA,M
12731,07/02/2010,Southeast,M
12732,07/02/2010,Southeast,M
12733,07/02/2010,77th Street,M
12734,07/03/2010,Central,M
12735,07/03/2010,77th Street,M
12736,07/03/2010,West LA,M
12737,07/04/2010,Hollywood,M
12738,07/04/2010,N Hollywood,M
12739,07/05/2010,Southeast,M
12740,07/05/2010,Mission,M
12741,07/06/2010,Southwest,M
12742,07/06/2010,Southwest,M
12743,07/06/2010,Harbor,M
12744,07/06/2010,Southwest,M
12745,07/06/2010,Olympic,M
12746,07/06/2010,Central,M
12747,07/06/2010,Central,M
12748,07/06/2010,Topanga,M
12749,07/06/2010,Pacific,M
12750,07/06/2010,Central,F
12751,07/06/2010,Southeast,M
12752,07/07/2010,Devonshire,M
12753,07/07/2010,Van Nuys,M
12754,07/07/2010,Southeast,M
12755,07/07/2010,Central,F
12756,07/07/2010,Southwest,F
12757,07/07/2010,Newton,M
12758,07/07/2010,Newton,M
12759,07/07/2010,Mission,M
12760,07/07/2010,Hollywood,M
12761,07/07/2010,Devonshire,M
12762,07/07/2010,Foothill,M
12763,07/08/2010,77th Street,M
12764,07/08/2010,Central,M
12765,07/08/2010,Devonshire,M
12766,07/08/2010,Foothill,F
12767,07/08/2010,Southeast,M
12768,07/08/2010,Central,M
12769,07/08/2010,West LA,M
12770,07/09/2010,Pacific,M
12771,07/09/2010,Wilshire,M
12772,07/09/2010,Southwest,M
12773,07/09/2010,Mission,M
12774,07/09/2010,Southwest,M
12775,07/09/2010,Mission,M
12776,07/09/2010,77th Street,M
12777,07/09/2010,77th Street,M
12778,07/10/2010,Southeast,M
12779,07/10/2010,77th Street,M
12780,07/10/2010,Central,M
12781,07/10/2010,Hollywood,M
12782,07/10/2010,Rampart,M
12783,07/10/2010,Hollywood,M
12784,07/11/2010,Hollenbeck,M
12785,07/11/2010,Southwest,M
12786,07/11/2010,Van Nuys,M
12787,07/12/2010,Northeast,F
12788,07/12/2010,Southwest,M
12789,07/12/2010,Hollenbeck,F
12790,07/13/2010,Southeast,M
12791,07/13/2010,West Valley,M
12792,07/13/2010,Southwest,M
12793,07/13/2010,Southwest,M
12794,07/13/2010,Southeast,M
12795,07/13/2010,Southwest,F
12796,07/13/2010,Wilshire,M
12797,07/13/2010,Southwest,M
12798,07/14/2010,Harbor,M
12799,07/14/2010,Foothill,F
12800,07/14/2010,Southwest,M
12801,07/14/2010,Newton,M
12802,07/14/2010,Harbor,M
12803,07/14/2010,Central,M
12804,07/14/2010,Hollywood,M
12805,07/15/2010,Devonshire,M
12806,07/15/2010,Southwest,M
12807,07/15/2010,77th Street,M
12808,07/15/2010,Central,F
12809,04/03/2010,Rampart,M
12810,07/15/2010,77th Street,M
12811,07/15/2010,Mission,M
12812,07/15/2010,Newton,M
12813,07/15/2010,Central,M
12814,07/15/2010,Harbor,M
12815,07/16/2010,West Valley,M
12816,07/16/2010,Van Nuys,M
12817,07/16/2010,Southeast,M
12818,07/16/2010,Southeast,M
12819,07/16/2010,Southeast,M
12820,07/16/2010,Southwest,M
12821,07/17/2010,Southeast,M
12822,07/17/2010,Hollywood,M
12823,07/17/2010,77th Street,M
12824,07/18/2010,Pacific,M
12825,07/18/2010,Van Nuys,M
12826,07/18/2010,77th Street,M
12827,07/19/2010,Central,M
12828,07/19/2010,Devonshire,M
12829,07/19/2010,Devonshire,F
12830,07/19/2010,Wilshire,M
12831,07/19/2010,Foothill,M
12832,07/19/2010,West LA,M
12833,07/20/2010,Southeast,M
12834,07/19/2010,Foothill,M
12835,07/20/2010,Southeast,M
12836,07/20/2010,Mission,M
12837,07/20/2010,Southeast,M
12838,07/20/2010,Southwest,M
12839,07/20/2010,77th Street,M
12840,07/21/2010,Van Nuys,M
12841,07/21/2010,Harbor,M
12842,07/21/2010,Van Nuys,M
12843,07/21/2010,Van Nuys,M
12844,07/21/2010,Central,M
12845,07/21/2010,Van Nuys,M
12846,07/21/2010,Southwest,M
12847,07/21/2010,Mission,M
12848,07/21/2010,Hollenbeck,M
12849,07/21/2010,Devonshire,M
12850,07/21/2010,Mission,M
12851,07/21/2010,Topanga,M
12852,07/21/2010,West LA,M
12853,07/21/2010,Van Nuys,M
12854,07/22/2010,Newton,M
12855,07/22/2010,Van Nuys,M
12856,07/22/2010,West Valley,M
12857,07/23/2010,Harbor,M
12858,05/26/2018,Pacific,M
12859,05/26/2018,Pacific,M
12860,07/23/2010,Newton,M
12861,07/23/2010,Hollywood,M
12862,07/23/2010,Foothill,M
12863,07/23/2010,Harbor,M
12864,07/24/2010,Central,F
12865,07/24/2010,Southeast,M
12866,07/24/2010,Southeast,M
12867,07/25/2010,Pacific,F
12868,07/25/2010,Wilshire,F
12869,07/26/2010,Southeast,M
12870,07/26/2010,Southeast,F
12871,07/26/2010,Devonshire,M
12872,07/26/2010,Hollywood,M
12873,07/26/2010,Pacific,M
12874,07/26/2010,Central,F
12875,07/26/2010,Hollywood,M
12876,07/27/2010,Pacific,M
12877,07/27/2010,Northeast,M
12878,07/27/2010,Newton,M
12879,07/27/2010,Central,M
12880,07/27/2010,Topanga,M
12881,07/27/2010,Hollywood,M
12882,07/28/2010,Wilshire,M
12883,07/28/2010,Hollywood,M
12884,07/28/2010,Hollywood,M
12885,07/28/2010,Hollywood,M
12886,07/28/2010,Van Nuys,M
12887,07/28/2010,Southeast,M
12888,07/28/2010,Foothill,M
12889,07/28/2010,Southeast,M
12890,07/28/2010,N Hollywood,M
12891,07/28/2010,N Hollywood,M
12892,07/28/2010,Southwest,M
12893,07/29/2010,Newton,M
12894,07/29/2010,Mission,M
12895,07/29/2010,Olympic,M
12896,07/29/2010,Central,M
12897,07/29/2010,Newton,M
12898,07/29/2010,Van Nuys,M
12899,07/29/2010,Van Nuys,M
12900,07/30/2010,Southeast,M
12901,07/30/2010,West LA,M
12902,07/30/2010,77th Street,M
12903,07/30/2010,Harbor,M
12904,07/30/2010,77th Street,M
12905,07/31/2010,Hollywood,M
12906,07/31/2010,Pacific,M
12907,07/31/2010,Newton,M
12908,07/31/2010,Mission,F
12909,07/31/2010,Olympic,M
12910,08/01/2010,Topanga,F
12911,08/02/2010,Wilshire,M
12912,08/02/2010,Devonshire,M
12913,08/02/2010,Southeast,M
12914,08/03/2010,Wilshire,M
12915,08/03/2010,Northeast,M
12916,08/03/2010,Central,M
12917,08/03/2010,Wilshire,M
12918,08/03/2010,Olympic,M
12919,08/03/2010,77th Street,M
12920,08/03/2010,Southeast,M
12921,08/03/2010,Pacific,M
12922,08/03/2010,Central,M
12923,08/03/2010,Central,M
12924,08/03/2010,Van Nuys,F
12925,08/04/2010,Central,M
12926,08/04/2010,Hollywood,M
12927,08/04/2010,Southwest,M
12928,08/04/2010,Southwest,M
12929,08/04/2010,Devonshire,M
12930,08/04/2010,Mission,M
12931,08/04/2010,Southeast,M
12932,08/04/2010,Olympic,M
12933,08/04/2010,Northeast,M
12934,08/04/2010,Southwest,M
12935,08/04/2010,Southwest,M
12936,08/04/2010,Topanga,M
12937,08/05/2010,Van Nuys,M
12938,08/05/2010,Devonshire,M
12939,08/05/2010,Foothill,M
12940,08/05/2010,Southwest,M
12941,08/05/2010,Pacific,M
12942,08/05/2010,Hollenbeck,M
12943,08/05/2010,77th Street,M
12944,08/05/2010,77th Street,M
12945,08/05/2010,77th Street,M
12946,08/05/2010,Newton,M
12947,08/05/2010,77th Street,M
12948,08/06/2010,Topanga,M
12949,08/06/2010,Olympic,M
12950,08/06/2010,Newton,M
12951,04/14/2010,Rampart,M
12952,08/07/2010,77th Street,M
12953,08/07/2010,Southwest,M
12954,08/07/2010,Central,M
12955,08/07/2010,Central,F
12956,08/07/2010,77th Street,M
12957,08/07/2010,Newton,M
12958,08/07/2010,Harbor,M
12959,08/08/2010,Newton,M
12960,08/08/2010,Harbor,M
12961,08/08/2010,Central,M
12962,08/08/2010,77th Street,M
12963,08/08/2010,Olympic,M
12964,08/08/2010,Foothill,M
12965,08/09/2010,Devonshire,M
12966,08/09/2010,Devonshire,M
12967,08/09/2010,Pacific,M
12968,08/09/2010,West Valley,M
12969,08/09/2010,N Hollywood,M
12970,08/09/2010,Pacific,M
12971,08/09/2010,Olympic,M
12972,08/09/2010,Olympic,M
12973,08/09/2010,77th Street,M
12974,08/09/2010,Southeast,M
12975,08/09/2010,77th Street,M
12976,08/10/2010,Southeast,M
12977,08/10/2010,Southwest,F
12978,08/10/2010,Hollywood,M
12979,08/10/2010,West Valley,M
12980,08/10/2010,Foothill,M
12981,08/10/2010,Pacific,F
12982,08/10/2010,Pacific,F
12983,08/11/2010,Topanga,F
12984,08/11/2010,Hollywood,M
12985,08/11/2010,Southeast,M
12986,08/11/2010,Southeast,M
12987,08/12/2010,77th Street,M
12988,08/12/2010,77th Street,M
12989,08/12/2010,Pacific,M
12990,08/12/2010,Southeast,M
12991,08/12/2010,Southeast,M
12992,08/12/2010,Pacific,M
12993,08/12/2010,Van Nuys,M
12994,08/12/2010,Southeast,M
12995,08/12/2010,Van Nuys,F
12996,08/12/2010,Mission,M
12997,08/12/2010,Topanga,M
12998,08/12/2010,Harbor,M
12999,08/12/2010,Devonshire,M
13000,08/12/2010,Olympic,M
13001,08/13/2010,Foothill,M
13002,08/13/2010,Hollywood,M
13003,08/13/2010,Newton,M
13004,08/13/2010,N Hollywood,M
13005,08/13/2010,Southwest,M
13006,08/13/2010,Southwest,M
13007,08/13/2010,Central,M
13008,08/14/2010,Foothill,M
13009,08/14/2010,Wilshire,M
13010,08/15/2010,Devonshire,M
13011,08/15/2010,Newton,M
13012,08/15/2010,Southeast,M
13013,08/17/2010,Van Nuys,M
13014,08/17/2010,77th Street,M
13015,08/17/2010,Wilshire,M
13016,08/17/2010,Wilshire,M
13017,08/17/2010,Wilshire,M
13018,08/17/2010,Southwest,M
13019,08/17/2010,Central,M
13020,08/19/2010,77th Street,M
13021,08/19/2010,Central,M
13022,08/19/2010,77th Street,M
13023,08/19/2010,N Hollywood,M
13024,08/19/2010,N Hollywood,F
13025,08/19/2010,77th Street,M
13026,08/19/2010,Pacific,M
13027,08/19/2010,West Valley,M
13028,08/19/2010,Devonshire,F
13029,08/20/2010,Van Nuys,M
13030,08/20/2010,Pacific,F
13031,08/20/2010,Northeast,M
13032,08/20/2010,Northeast,F
13033,08/20/2010,Southeast,M
13034,08/20/2010,Southwest,M
13035,08/20/2010,Foothill,M
13036,08/20/2010,77th Street,M
13037,08/20/2010,Pacific,F
13038,08/20/2010,Southwest,M
13039,08/21/2010,Topanga,M
13040,08/21/2010,Southwest,F
13041,08/21/2010,Pacific,M
13042,08/21/2010,Southwest,M
13043,08/22/2010,Southeast,M
13044,08/23/2010,Southwest,M
13045,08/23/2010,Southwest,M
13046,08/24/2010,Devonshire,M
13047,08/24/2010,Central,M
13048,08/24/2010,Hollenbeck,M
13049,08/24/2010,Southeast,M
13050,08/24/2010,Mission,M
13051,08/25/2010,Newton,F
13052,08/25/2010,Hollenbeck,M
13053,08/25/2010,77th Street,M
13054,08/25/2010,77th Street,M
13055,08/25/2010,Olympic,M
13056,08/25/2010,Pacific,M
13057,08/25/2010,Foothill,M
13058,08/25/2010,Foothill,M
13059,08/25/2010,Foothill,M
13060,08/25/2010,Hollywood,M
13061,08/26/2010,77th Street,M
13062,08/26/2010,Southwest,M
13063,08/26/2010,Van Nuys,M
13064,08/26/2010,Olympic,M
13065,08/26/2010,Central,M
13066,08/26/2010,Central,F
13067,08/26/2010,Central,M
13068,08/26/2010,77th Street,M
